resena_id,restaurante,calificacion,texto
690,Vegan Island,2,El descuento del dia deja la cuenta muy barata. La cuenta salio cara y la factura traia cobros que no pedimos. La cuenta fue economica y el valor esta justificado. Los presios subieron y ya no es economico. Los precios subieron y ya no es economico. Llamen al 3105551234 antes de ir.
691,Muuu Said the Happy Cow,4,El espacio es amplio y se siente tranquilo. El mesero explicó el menu con paciencia y fue cortés. La atención en la mesa estuvo pendiente todo el tiempo. El servicio fue correcto y el mesero muy atento. Esperamos mucho tiempo por la cuenta. Llamen al 3105551234 antes de ir.
692,La Verdura Inquieta,3,La iluminacion del salon es calida. La porción fue pequena para lo que ofrece el menu. Nos ubicaron en la mesa apenas llegamos.
693,Casa Sazon,3,Nos cobraron un valor distinto al de la carta. El precio es muy bueno para la calidad que ofrecen. Pagamos mucho por una porción pequena. Manejan una promocion de almuerzo que vale la pena. Manejan una promocion de almuerzo que vale la pena. La cuenta fue economica y el valor esta justificado. Tienen precios claros y la factura llega detallada. Pagamos mucho por una porción pequena.
694,La Terraza del Chico,3,Habia mucho ruido y el espacio mal ventilado. El postre cerro la comida de forma deliciozo. La comida llego fria y sin sabor.
695,Muuu Said the Happy Cow,3,El espacio es amplio y se siente tranquilo. Los precios subieron y ya no es económico. El descuento del dia deja la cuenta muy barata. Hubo demora en la cocina y nadie nos aviso. La terraza estaba cerrada y no avisaron. El valor de los platos esta por debajo del promedio de la zona. Nos cobraron un valor distinto al de la carta. El descuento del dia deja la cuenta muy barata.
696,Muuu Said the Happy Cow,5,El mesero reviso el pedido antes de traerlo. El mesero se equivocó con el pedido de la mesa. La atención fue distante y poco cortes.!!!
697,La Terraza del Chico,3,La terraza tiene una vista bonita para la tarde. El ambiente era pesimo por el ruido de la calle. El valor de los platos esta por debajo del promedio de la zona. El lugar se sentia estrecho y las sillas incomodas. El lugar se sentia estrecho y las sillas incomodas. La decoracion y la luz hacen agradable el espacio. La iluminación del salon es cálida.
698,Vegan Island,4,Tomaron el pedido rápido y llegó sin errores. Manejan una promocion de almuerzo que vale la pena. Pagar aqui se siente razonable por lo que sirven. Nos cobraron un valor distinto al de la carta. Los precios subieron y ya no es económico. El personal no estaba pendiente de las mesas. El descuento del dia deja la cuenta muy barata. La promocion que anuncian no aplicaba al pagar.
699,Paul's Mcarne Feast Palace,3,Pusimos un reclamo y nadie respondió. El espacio es amplio y se siente tranquilo. Las mesas estan bien separadas y el sitio es silencioso. La cuenta fue de $18.900.
700,Paul's Mcarne Feast Palace,4,Tomaron el pedido rápido y llegó sin errores. El mesero se equivocó con el pedido de la mesa. Hubo demora en la cocina y nadie nos aviso. El mesero se equivocó con el pedido de la mesa. Tomaron el pedido rápido y llegó sin errores. Pusimos un reclamo y nadie respondió. La espera para que tomaran el pedido fue larga. Reservas al 601 555 1234.
701,Vegan Island,3,Las mesas están bien separadas y el sitio es silencioso. La sazón de la casa es lo mejor del menu. La comida estuvo muy bueno y el sabor de los platos me sorprendió. El ambiente del lugar es correcto y muy acogedor. El lugar se sentia estrecho y las sillas incomodas.
702,Muuu Said the Happy Cow,5,Nos ubicaron en la mesa apenas llegamos. La cuenta fue economica y el valor esta justificado. El mesero explicó el menu con paciencia y fue cortés.
703,Vegan Island,5,Pedimos la carne y quedo en su punto exacto. Las verduras estaban frescas y bien condimentadas. Los ingredientes se sentian frescos y la porción generosa.
704,Muuu Said the Happy Cow,4,El servicio fue notable y el mesero muy atento. El descuento del dia deja la cuenta muy barata. El valor de los platos esta por debajo del promedio de la zona. Es un lugar económico para el tamaño de las porciones. El personal es amable y resuelve cualquier duda. El personal es amable y resuelve cualquier duda. El personal no estaba pendiente de las mesas.
705,Vegan Island,3,"Probamos el plato picante y el sabor era intenso pero equilibrado. Cobran la propina sin avisar y el valor final sube. La comida llegó fria y sin sabor. La porción fue pequena para lo que ofrece el menu. Habia mucho ruido y el espacio mal ventilado. Probamos el plato picante y el sabor era intenso pero equilibrado. Vale 18 mil, ojo con eso."
706,Vegan Island,3,El mesero explicó el menu con paciencia y fue cortés. Tomaron el pedido rapido y llego sin errores. La decoracion esta descuidada y la luz muy fuerte.
707,Vegan Island,4,NOS ATENDIERON RÁPIDO Y CON AMABILIDAD. EL MESERO SE EQUIVOCÓ CON EL PEDIDO DE LA MESA. LA ATENCIÓN FUE DISTANTE Y POCO CORTÉS. NOS UBICARON EN LA MESA APENAS LLEGAMOS. EL PERSONAL ES AMABLE Y RESUELVE CUALQUIER DUDA. LA TERRAZA ESTABA CERRADA Y NO AVISARON.
708,Mercado 93,4,Tienen precios claros y la factura llega detallada. Manejan una promocion de almuerzo que vale la pena. La promocion que anuncian no aplicaba al pagar. Probamos el plato picante y el sabor era intenso pero equilibrado. Es un lugar económico para el tamaño de las porciones.
709,La Terraza del Chico,2,El costo no corresponde con la calidad. El costo no corresponde con la calidad. Tienen precios claros y la factura llega detallada. La cuenta salió cara y la factura traia cobros que no pedimos. Es un lugar económico para el tamano de las porciones. Los precios subieron y ya no es económico. La promocion que anuncian no aplicaba al pagar.
710,Paul's Mcarne Feast Palace,4,"El personal es amable y resuelve cualquier duda. Pusimos un reclamo y nadie respondió. Pedimos verduras y llegaron recalentadas. El precio es delicioso para la calidad que ofrecen. El personal es amable y resuelve cualquier duda. El servicio fue correcto y el mesero muy atento. La iluminación del salon es cálida. Probamos el plato picante y el sabor era intenso pero equilibrado. La decoración y la luz hacen agradable el espacio. Vale 60 mil, ojo con eso."
711,El Pirata del Sabor Vegano,3,La espera para que tomaran el pedido fue larga. El lugar se sentia estrecho y las sillas incomodas. El personal es amable y resuelve cualquier duda. El mesero se equivocó con el pedido de la mesa.
712,Vegan Island,2,La presentacion del plato acompaña el sabor. La comnida estuvo muy bueno y el sabor de los platos me sorprendió. El postre cerro la comida de forma notable. Esperamos mucho tiempo por la cuenta. Esperamos mucho tiempo por la cuenta. Tienen precios claros y la factura llega detallada. Habia mucho ruido y el espacio mal ventilado. La cuenta fue de $18.900.
713,Paul's Mcarne Feast Palace,4,Pusimos un reclamo y nadie respondio. La decoración y la luz hacen agradable el espacio. La terraza estaba cerrada y no avisaron. El anbiente del lugar es notable y muy acogedor. El lugar estaba limpio y las sillas comodas. El sitio no estaba limpio cuando llegamos. El ambiente del lugar es notable y muy acogedor. El personal es amable y resuelve cualquier duda. La musica estaba demasiado alta para conversar.
714,La Verdura Inquieta,3,"Habia mucho ruido y el espacio mal ventilado. El lugar estaba limpio y las sillas comodas. El postre cerro la comida de forma muy bueno. La cuenta fue economica y el valor esta justificado. La decoración y la luz hacen agradable el espacio. La espera para que tomaran el pedido fue larga. La decoración esta descuidada y la luz muy fuerte. Vale 25 mil, ojo con eso."
715,La Verdura Inquieta,3,La terraza tiene una vista bonita para la tarde. La música acompaña sin tapar la conversacion. El sitio no estaba limpio cuando llegamos. La música estaba demasiado alta para conversar. El mesero explicó el menu con paciencia y fue cortés. El lugar se sentia estrecho y las sillas incomodas.
716,El Pirata del Sabor Vegano,4,El descuento del dia deja la cuenta muy barata. El precio de la carta me parecio deficiente para lo que sirven. La promocion que anuncian no aplicaba al pagar. Escribanme a reservas@casasazon.com.co si quieren la foto.!!!
717,Muuu Said the Happy Cow,4,El personal no estaba pendiente de las mesas. Probamos el plato picante y el sabor era intenso pero equilibrado. El personal es amable y resuelve cualquier duda.
718,La Terraza del Chico,4,La atención hizo la diferencia en la visita. El descuento del dia deja la cuenta muy barata. El valor de los platos esta por debajo del promedio de la zona.
719,La Verdura Inquieta,3,El postre estaba deficiente y sin gracia. El postre cerro la comida de forma correcto. La presentación del plato acompaña el sabor. Es un lugar económico para el tamaño de las porciones. Pagamos mucho por una porción pequena. Los ingredientes no se sentian frescos. Pedimos verduras y llegaron recalentadas. Es un lugar económico para el tamaño de las porciones. Cobran la propina sin avisar y el valor final sube. La cuenta fue de $120.000.
720,Casa Sazon,4,La música acompana sin tapar la conversacion. El mesero explicó el menu con paciencia y fue cortes. La decoración y la luz hacen agradable el espacio. El lugar estaba limpio y las sillas comodas. Tomaron el pedido rápido y llegó sin errores. Hubo demora en la cocina y nadie nos aviso. La espera para que tomaran el pedido fue larga. La música estaba demasiado alta para conversar. La cuenta fue de $9.800.
721,Vegan Island,3,La comida llegó fria y sin sabor. La presentación del plato acompana el sabor. La atención en la mesa estuvo pendiente todo el tiempo. Pagamos mucho por una porción pequena. La atención en la mesa estuvo pendiente todo el tiempo.
722,Casa Sazon,4,El mesero se equivocó con el pedido de la mesa. El servicio fue flojo y tuvimos que llamar varias veces. El plato principal llegó bien preparado y con una sazón delicioso. La promocion que anuncian no aplicaba al pagar.
723,La Terraza del Chico,2,Pedimos verduras y llegaron recalentadas. La comida estuvo delicioso y el sabor de los platos me sorprendió. Es un lugar económico para el tamaño de las porciones. La cuenta salió cara y la factura traia cobros que no pedimos. Pusimos un reclamo y nadie respondio. Pagar aqui se siente razonable por lo que sirven. Es un lugar económico para el tamaño de las porciones. Nos cobraron un valor distinto al de la carta. El descuento del dia deja la cuenta muy barata. La cuenta fue de $76.400.
724,Muuu Said the Happy Cow,4,La atención hizo la diferencia en la visita. La iluminación del salon es calida. Hubo demora en la cocina y nadie nos aviso. El sitio no estaba limpio cuando llegamos. Pagar aqui se siente razonable por lo que sirven. Nos cobraron un valor distinto al de la carta.
725,Muuu Said the Happy Cow,4,Los ingredientes no se sentian frescos. El postre cerro la comida de forma correcto. Los ingredientes se sentian frescos y la porción generosa. Las verduras estaban frescas y bien condimentadas. El sabor no corresponde a lo que promete la carta. Las verduras estaban frescas y bien condimentadas.
726,El Pirata del Sabor Vegano,4,Nos cobraron un valor distinto al de la carta. La cuenta salió cara y la factura traia cobros que no pedimos. El mesero se equivocó con el pedido de la mesa. Cobran la propina sin avisar y el valor final sube. Manejan una promocion de almuerzo que vale la pena. El servicio fue notable y el mesero muy atento. Tienen precios claros y la factura llega detallada.
727,Muuu Said the Happy Cow,2,Esperamos mucho tiempo por la cuenta. El personal no estaba pendiente de las mesas. Hubo demora en la cocina y nadie nos aviso. La atención en la mesa estuvo pendiente todo el tiempo. Reservas al 601 555 1234.
728,La Terraza del Chico,3,La espera para que tomaran el pedido fue larga. Nos atendieron rápido y con amabilidad. Esperamos mucho tiempo por la cuenta. El personal es amable y resuelve cualquier duda. El servicio fue excelente y el mesero muy atento. La cuenta salio cara y la factura traia cobros que no pedimos. El precio es muy bueno para la calidad que ofrecen.!!!
729,El Pirata del Sabor Vegano,2,"La sazon del plato quedo desbalanceada y demasiado salada. El plato venia pésimo preparado y la carne seca. Los ingredientes no se sentian frescos. Habia mucho ruido y el espacio mal ventilado. El personal no estaba pendiente de las mesas. Vale 18 mil, ojo con eso.!!!"
730,Vegan Island,4,El servicio fue regular y tuvimos que llamar varias veces. El mesero reviso el pedido antes de traerlo. Hubo demora en la cocina y nadie nos aviso. El personal es amable y resuelve cualquier duda. El personal es amable y resuelve cualquier duda. El personal es amable y resuelve cualquier duda.!!!
731,Mercado 93,5,Nos ubicaron en la mesa apenas llegamos. El precio es delicioso para la calidad que ofrecen. Nos cobraron un valor distinto al de la carta. Manejan una promocion de almuerzo que vale la pena. El servicio fue deficiente y tuvimos que llamar varias veces. Cobran la propina sin avisar y el valor final sube. El servicio fue correcto y el mesero muy atento.
